2023-03-12  172
2023-04-01  172
2023-05-01  182
2023-06-01  184
2023-07-01  208
2023-08-01  246
2023-09-01  269
2023-10-01  287
2023-11-01  275
2023-12-01  309
2024-01-01  332
2024-02-01  385
2024-03-01  411
2024-04-01  411
2024-05-01  412
2024-06-01  417
2024-07-01  476
2024-08-01  495
2024-09-01  533
2024-10-01  520
2024-11-01  520
2024-12-01  531
